card_code,store_name,store_address
02PA3515,BEACON OF WELLNESS,"4643 COVE MOUNTAIN RD, ROARING SPRING, PA 16673"
02PA3524,NATURES WAY FOOD OUTLET,"796 HIGHLAND AVE, GREENSBURG, PA 15601"
02PA3825,SONNEWALD NATURAL FOODS,"4796 LEHMAN ROAD, SPRING GROVE, PA 17362"
02PA4403,BLUE MOUNTAIN HERBALS,"308 STATE ST, HAMBURG, PA 19526"
02PA4725,THE NUTRITION CENTER INC.,"1632 ORCHARD DR, CHAMBERSBURG, PA 17201"
02PA4901,AKRON NUTRITION,"22 N 7TH ST STE 2, AKRON, PA 17501"
02PA4901,AKRON NUTRITION,"22 NORTH 7TH STREET STE2, AKRON, PA 17501"
02PA5600,GNC #2511,"1713 ROUTE 228, CRANBERRY TWP, PA 16066"
02PA5750,HEALTH FOOD INTERNATIONAL,"3939 M STREET, PHILADELPHIA, PA 19124"
02PA5755,DISCOUNT NUTRITION,"2644 MOSSIDE BLVD #11, MONROEVILLE, PA 15146"
02PA6100,PENN HERB CO,"10601 DECATUR RD  STE 2, PHILADELPHIA, PA 19154"
02PA6644,QUEENS NUTL PRODUCTS,"1450 PENNSYLVANIA AVE, ALLENTOWN, PA 18109"
02PA6811,MARTINDALES HEALTH FDS,"1172 BALTIMORE PIKE, SPRINGFIELD, PA 19064"
02PA6989,FREY'S BETTER FOODS,"1575 MAIN ST, HELLERTOWN, PA 18055"
02PA7230,WHOLLY HOLISTIC,"1150 CARLISLE ST SUITE 8, HANOVER, PA 17331"
02PA7230,WHOLLY HOLISTIC,"1150 CARLISLE ST, HANOVER, PA 17331"
02PA7230,WHOLLY HOLISTIC,"1150 CARLISLE ST  STE#8, HANOVER, PA 17331"
02PA7248,HEALTH HUT,"110 MCMILLEN AVE, BEAVER FALLS, PA 15010"
02PA7248,HEALTH HUT AND JAVA HUT %,"110 MCMILLEN AVE, BEAVER FALLS, PA 15010"
02PA7384A,SAVE MART,"241 W. ROSEVILLE RD SUITE 6, LANCASTER, PA 17601"
02PA7707,ESSENCE OF HEALTH,"149 N GREEN ST, NAZARETH, PA 18064"
02PA8085A,ALLENS NATURAL FOODS INC,"350 S. RICHLAND AVE, YORK, PA 17404"
02PA8225,KIMBERTON WHOLE FOODS AT,"150 E PENNSYLVANIA AVE, DOWNINGTOWN, PA 19335"
02PA8280,FRESH LIFE FOOD SHOP,"2350 EAST 3RD STREET #4, WILLIAMSPORT, PA 17701"
02PA8418,BURMANS NATURAL FOODS,"3411 EDGEMONT AVE, BROOKHAVEN, PA 19015"
02PA8418,BURMAN'S NATURAL FOODS,"3409 EDGMONT AVE., BROOKHAVEN, PA 19015"
02PA8938,SOULBERRY MARKET LLC,"415 YORK RD #2, NEW HOPE, PA 18938"
02PA8942,KIMBERTON WHOLE FOODS INC,"2102 KIMBERTON RD STE 760, KIMBERTON, PA 19442"
02PA9147,SPROUTS FARMERS MKT #850,"1000 S BROAD ST STE C, PHILADELPHIA, PA 19146"
02PA9365,SPROUTS FARMERS MKT #855,"2370 W OREGON AVE, PHILADELPHIA, PA 19145"
02PA9426,KIMBERTON WHOLE FOODS INC,"2012 KIMBERTON RD STE 760, KIMBERTON, PA 19442"
02PA9939,E&M HARNESS SHOP,"914 LAFAYETTE RD, NEW ENTERPRISE, PA 16664"
02PR0003,QUILONG TAO HERBAL IMPORTS,"PO BOX 95, GUAYAMA, PR 00785"
02PR0006,NAGUABO HEALTH FOOD,"CALLE 6 H1 URB, NAGUABO, PR 00718"
02PR0009,LA CANASTA VERDE,"LAS PIEDRAS FOOD COURT, LAS PIEDRAS, PR 00771"
02PR0044,VIGOR HEALTH FOOD STORE,"318 CALLE COLL Y TOSTE, SAN JUAN, PR 00918"
02PR0044B,DORA'S HEALTH FOOD 3,"CARR # 149 HACIA CIALES, MANATI, PR 00674"
02PR0064,EDEN HEALTH FOOD,"CALLE IGLESIAS #106, FAJARDO, PR 00738"
02PR0085,CENTRO NATURAL SIGLO 21,"PRINCIPAL LA VEGA #5, BARRANQUITAS, PR 00794"
02PR0090,DESCUBRA HEALTH FOOD,"URB SIERRA BAYAMON, BAYAMON, PR 00961"
02PR0105,LINAJE NATURAL,"112 CALLE  SAN CARLOS, QUEBRADILLAS, PR 00678"
02PR0117,NOVA ERA HEALTH FD CTR,"63 CALLE JOSE DE DIEGO, CIDRA, PR 00739"
02PR0123,CENTRO NATURAL ANITA,"CALLE BARCELO #46, CIDRA, PR 00739"
02PR0141,CENTRO NATURISTA,"CALLE BARCELO #6, UTUADO, PR 00641"
02PR0143,CENATUR,"BOBBY CAPO UNIT 8, COAMO, PR 00769"
02PR0144,CENTRO DE SALUD Y NUTRIT,"3416 INTERNATIONAL BLVD, OAKLAND, CA 94601"
02PR0144A,CENTRO DE SALUD NATURAL,"PO BOX 902, SAN SEBASTIAN, PR 00685"
02PR0145,FRESH MART NAT MKT III HATO REY,"COMMERCIAL PARK, CAROLINA, PR 00986"
02PR0145A,FRESH MART NAT MKT III HATO REY,"COMMERCIAL PARK, CAROLINA, PR 00986"
02PR0197,CENTRO NATURAL LA RESERVA,"PROLONGACION 25, YAUCO, PR 00698"
02PR0207,SALUD NATURAL,"PO BOX 1981 PMB 281, LOIZA, PR 00772"
02PR0217,LINAJE NATURAL,"HC 5 BOX 58276, SAN SEBASTION, PR 00685"
02PR0235,FRESH MART PLAZOLETA 169,"PO BOX 7830, CAROLINA, PR 00986"
02PR0235A,PERSONAL NUTRITION CTR,"AVENIDA DE DIEGO 213, ARECIBO, PR 00612"
02PR0240,FRESH MART AGUADILLA,"PO BOX 7830, CAROLINA, PR 00986"
02PR0241,FRESH MART CONDADO,"PO BOX 7830, CAROLINA, PR 00986"
02PR0243,FRESH MART CAGUAS,"PO BOX 7830, CAROLINA, PR 00986"
02PR0244,FRESH MART GUAYNABO,"PO BOX 7830, CAROLINA, PR 00986"
02PR0267,HIMALAYA NATURAL STORE,"CENTRO GRAN CARIBE MALL, VEGA ALTA, PR 00692"
02PR0276,DORA'S HEALTH FOOD,"BOX 69001 PNB 385, HATILLO, PR 00659"
02PR0284,ALEJANDROS HEALTH FOOD,"HC-3 BOX 35820, MOROVIS, PR 00687"
02PR0285,ALOE VERA HEALTH FD,"PO BOX 1084, CAGUAS, PR 00726"
02PR0312,EL PARAISO DE LA SALUD 1,"CALLE S X-5 URB, ARECIBO, PR 00612"
02PR0376,BORINQUEN NATURAL,"PR177 AVE LOS FILTROS, GUAYNABO, PR 00969"
02PR0398,COLMADO NATURAL CO-4,"CALLE BENIGNO NATER #73, VEGA BAJA, PR 00693"
02PR0409,LA CARRETA NATURAL,"AVENIDA FRAGOSO PLAZA CAROLINA, CAROLINA, PR 00968"
02PR0451,EL PARAISO DE LA SALUD 2,"CALLE S X-5 URG, ARECIBO, PR 00612"
02PR0544,VITA NATURA,"#47 CALLE FE, CAGUAS, PR 00725"
02PR0598,NATURAL ORGANICS,"BLG 12 SANTA ROSA, BAYAMON, PR 00959"
02PR0935,NATUROLA HEALTH FD CORP,"URB MENDEZ BLQ A-1 STE 2, YABUCOA, PR 00767"
02PR0951,HEALTHY BODY FOR LIFE,"240 AVE LLOREN TORRES 3, ARECIBO, PR 00612"
02PR1015,NUTRI VITAMINS HEALTH FOOD,"165 CALLE MUOZ RIVERA  CARR.385, PENUELAS, PR 00624"
02PR1034,NATURAL STORE,"PO BOX 405, JUNCOS, PR 00777"
02PR1055,CENATUR INC,"2766 LEVITTOWN, TOA BAJA, PR 00949"
02PR1176,NATURAL HEALTH LLC,"PO BOX  110, MOCA, PR 00676"
02PR1588,NATUCENTRO,"CALLE GIRALDA 92, MAYAGUEZ, PR 00680"
02PR2411,NATURAL LIFE HEALTH FOOD,"PLAZA JARDINES CARR #2 KM 40.1, VEGA BAJA, PR 00693"
02PR2464,VIVA MAS HEALTH FOODS,"100 SAN PATRICIO PLAZA STE 9, GUAYNABO, PR 00968"
02PR2474,VEGA BAJA HEALTH FOOD INC,"MARGINAL MONTE CARLO A1, VEGA BAJA, PR 00693"
02PR4544,NATURAL NUTRITION CTR,"AV MAIN BLG 43 #20, SANTA ROSA BAYAMON, PR 00959"
02PR6533,BOTANIQUE HEALTH FOOD,"98 TURABO CLUSTERS, CAGUAS, PR 00727"
02PR6860,DORAS HEALTH FOOD II,"AVENIDA JOSE SEDELLO #20, ARECIBO, PR 00612"
02PR7444,DESCUBRA HEALTH FOOD,"CALLE 24 BLOQUE 75  NO.8, BAYAMON, PR 00961"
02PR7800,FRESH MART CAROLINA,"COMMERCIAL PARK, CAROLINA, PR 00986"
02PR7974,ABUNDANT LIFE,"H-C58 BOX 14708, AGUADA, PR 00602"
02PR8555,VITAMIN SPACE LLC,"PO BOX 1206, YABUCOA, PR 00767"
02PR8887,THE HEALTH FOOD STORE,"CARR 194 KM 4.2, FAJARDO, PR 00738"
02PR9292,A LO NATURAL,"4038 STA CATALINA SANTA TERESITA, PONCE, PR 00730"
02RI2679,BACK TO BASICS,"500 MAIN ST, EAST GREENWICH, RI 02818"
02RI2679,BACK TO BASICS NAT FDS,"500 MAIN ST STE#2, E GREENWICH, RI 2818"
02SC0011,BAY NATURALS,"7611 HWY 17 N, MYRTLE BEACH, SC 29572"
02SC0046,GENESIS WHOLE FOODS,"1800 AUGUSTA HWY, LEXINGTON, SC 29072"
02SC0117,GARNERS NATURAL FOODS,"1855 E MAIN ST, SPARTANBURG, SC 29307"
02SC0565,SPROUTS FARMERS MKT #565,"2435 E NORTH ST STE 1106, GREENVILLE, SC 29615"
02SC1030,EARTH FARE #250,"PO BOX 16947, ASHEVILLE, NC 28816"
02SC1083,ROSEWOOD MARKET,"2803 ROSEWOOD DRIVE, COLUMBIA, SC 29205"
02SC1568,14 CARROT II,"5300 SUNSET BLVD, LEXINGTON, SC 29072"
02SC2882,ALL NATURAL HEALTH & BEAUTY,"101 E. COLLEGE STREET, SIMPSONVILLE, SC 29681"
02SC2920,EARTH FARE #220,"P O BOX 16947, ASHEVILLE, NC 28816"
02SC2948,EARTH FARE #205 SUMMERVILLE,"P O BOX 16947, ASHEVILLE, NC 28816"
02SC3001,GARNERS NATURAL LIFE OF LEXINGTON,"5166 SUNSET BLVD STE C, LEXINGTON, SC 29072"
02SC3222,VITALITY HEALTH FOOD,"151 MARKET ST., CHERAW, SC 29520"
02SC3240,SPROUTS FARMERS MKT #563,"2200 WOODRUFF RD, SIMPSONVILLE, SC 29681"
02SC4801,EARTH FARE #200,"PO BOX 16947, ASHEVILLE, NC 28816"
02SC4856,GARNERS NATURAL FOODS,"27 S PLEASANTBURG DR STE 20, GREENVILLE, SC 29607"
02SC5550,GARNERS NATURAL LIFE,"1601 WOODRUFF RD STE AB, GREENVILLE, SC 29607"
02SC7700,GARNERS NATURAL LIFE COLUMBIA,"4840 FOREST DR STE 15A, COLUMBIA, SC 29206"
02SC9204,THE HEALTHY FOOD STORE INC,"2051 ELIJAH LUDD RD STE 3, FLORENCE, SC 29501"
02SC9204,THE HEALTHY FOOD STORE,"2051 ELIJAH LUDD RD STE 3, FLORENCE, SC 29501-3942"
02SC9257,EARTH FARE #257,"PO BOX 16947, ASHEVILLE, NC 28816"
02SC9286,HERBAL SOLUTIONS,"722 SILVER BLUFF ROAD, AIKEN, SC 29803"
02SC9286,HERBAL SOLUTIONS,"722 SILVER BLUFF RD, AIKEN, SC 29803"
02SC9295,NATURE'S REMEDIES,"422 MONTAGUE AVENUE #2, GREENWOOD, SC 29649"
02SC9615,EARTH FARE #240,"P O BOX 16947, ASHEVILLE, NC 28816"
02SD0052,THE BODY GUARD,"2503 FOX RUN PARKWAY, YANKTON, SD 57078"
02SD0295,WATERTOWN HEALTH FD CTR,"118 EAST KEMP AVE, WATERTOWN, SD 57201"
02SD1717,WAYNE AND MARYS NUTR CTR,"3700 S KIWANIS AVE, SIOUX FALLS, SD 57105"
02SD3482,BODY GUARD,"2503 FOX RUN PARKWAY, YANKTON, SD 57078"
02SD3900,STAPLE AND SPICE MARKET,"601 MT RUSHMORE RD, RAPID CITY, SD 57701"
02SD4947A,NATURAL ABUNDANCE,"112 N. MAIN ST., ABERDEEN, SD 57401"
02SD5526,POMEGRANATE MARKET,"4815 S LOUISE AVE, SIOUX FALLS, SD 57106"
02SD5985,WAYNE & MARYS NUTRITION CENTER,"1518 S SYCAMORE AVE, SIOUX FALLS, SD 57110"
02SD7106,NG VITAMIN COTTAGE SX U168,"2601 S LOUISE AVE STE 300, SIOUX FALLS, SD 57106"
02SD9099,MAIN STREET MARKET,"333 OMAHA STREET, RAPID CITY, SD 57701"
02SD9099,MAIN STREET MARKET,"333 OMAHA ST STE#2, RAPID CITY, SD 57701"
02TN0062,WONDER LABORATORIES,"PO BOX 383, WHITE HOUSE, TN 37188"
02TN0074A,GARDEN PATH            R,"1189 TELLICO STREET CW, MADISONVILLE, TN 37354"
02TN0191,SPROUTS FARMERS MKT #580,"1010 MURFREESBORO RD STE 194, FRANKLIN, TN 37064"
02TN0230,NATURAL ENERGY NTR CTR,"752 S CHARLES G SEIVERS, CLINTON, TN 37716"
02TN0230,NATURAL ENERGY NUTRITION @,"752 S CHARLES G SEIVERS, CLINTON, TN 37716"
02TN0245,HONEYSUCKLE HEALTH FOODS,"3361 POPLAR AVE, MEMPHIS, TN 38111"
02TN0387,NUTRITION OUTLET,"3588 N. MOUNT JULIET RD, MOUNT JULIET, TN 37122"
02TN0586,SPROUTS FARMERS MKT #586,"2156 GALLATIN PIKE N, MADISON, TN 37115"
02TN0967,GNC #8835,"308 MAIN ST, JACKSBORO, TN 37757"
02TN1000,NATURAL FOODS MARKET,"3211 PEOPLES ST #74, JOHNSON CITY, TN 37604"
02TN1000,NATURAL FOODS MARKET  CW,"2311 W WADLEY AVE, MIDLAND, TX 79705"
02TN1110,APPLE TREE NATURAL FDS,"729 LOUISVILLE RD, ALCOA, TN 37701"
02TN1110,APPLE TREE NATURAL FOODS,"729 LOUISVILLE RD, ALCOA, TN 37701"
02TN1148,COLUMBIA HEALTH FOODS,"106 WEST 7TH, COLUMBIA, TN 38401"
02TN1148,COLUMBIA HEALTH FOODS,"106 W. 7TH STREET, COLUMBIA, TN 38401"
02TN1241,THE NEW BRISTOL FOOD STORE,"1600 EDGEMONT AVE., BRISTOL, TN 37620"
02TN1318,NATURES NUGGETS,"1029 W GAINES, LAWRENCEBURG, TN 38464"
02TN1446,SUNFLOWER HEALTH FOOD,"628 US HIGHWAY 51 BYP W, DYERSBURG, TN 38024"
02TN2069,THREE RIVERS MARKET,"1100 N CENTRAL ST, KNOXVILLE, TN 37917"
02TN2486,HEALTHY REMEDIES,"2442 EAST END DRIVE, HUMBOLDT, TN 38343"
02TN2926,HERB COTTAGE,"1421 ALLEN FERRY RD, SMITHVILLE, TN 37166"
02TN2972,SUNSHINE NUTRITION CTR,"621 S CHURCH ST, MURFREESBORO, TN 37130"
02TN2972,SUNSHINE HEALTH FOOD,"621 S CHURCH ST, MURFREESBORO, TN 37130"
02TN3100,GNC# 6801,"1605 N GERMANTOWN PARKWAY, CORDOVA, TN 38016"
02TN3469,SPROUTS FARMERS MKT #585,"5821 NOLENSVILLE PIKE, NASHVILLE, TN 37211"
02TN3597,GNC #3597,"10219 BARN HILL DR, COLLIERVILLE, TN 38017"
02TN3663,GOOD FOOD GROCERY,"PO BOX 3582, KINGSPORT, TN 37664"
02TN3663,GOOD FOOD GROCERY,"1455 E CENTER ST, KINGSPORT, TN 37664"
02TN4085,NUTRITION WORLD,"6201 LEE HWY, CHATTANOOGA, TN 37421"
02TN4232,EARTH FARE #410,"PO BOX 16947, ASHEVILLE, NC 28816"
02TN4909,HEALTH SHOPPE,"8025 KINGSTON PIKE, KNOXVILLE, TN 37919"
02TN4909,HEALTH SHOPPE - EDDIE'S,"8025 KINGSTON PIKE STE#2, KNOXVILLE, TN 37919"
02TN4909,HEALTH SHOPPE - EDDIE'S  @,"8025 KINGSTON PIKE, KNOXVILLE, TN 37919"
02TN5465,VALLEY VIEW COUNTRY STORE,"246 PLEASANT HILL RD, SPARTA, TN 38583"
02TN6304,THE MAPLE LEAF,"1296 N HIGHLAND AVE #2, JACKSON, TN 38305"
02TN6682,NUTRA HEALTH,"1105 NASHVILLE HWY, LEWISBURG, TN 37091"
02TN6682,NUTRA-HEALTH,"1105 NASHVILLE HWY, LEWISBURG, TN 37901"
02TN6682,NUTRA-HEALTH          CW,"1105 NASHVILLE HWY., LEWISBURG, TN 37091"
02TN7030,SPROUTS FARMERS MKT #579,"3150 VILLAGE SHOPS DR SUITE 105, GERMANTOWN, TN 38138"
02TN7129,SPROUTS FARMERS MKT #581,"143 WENDELWOOD DR, MURFREESBORO, TN 37129"
02TN7221,SPROUTS FARMERS MKT #582,"7620 HWY 70 S, NASHVILLE, TN 37221"
02TN7885,ABUNDANT LIVING ORGANIC,"855 KEITH STREET NW, CLEVELAND, TN 37311"
02TN8002,SPROUTS FARMERS MKT #578,"9050 HWY 64 SUITE A, ARLINGTON, TN 38002"
02TN8117,SPROUTS FARMERS MKT #583,"576 S PERKINS, MEMPHIS, TN 38117"
02TN8657,EARTH FARE #400,"P O BOX 16947, ASHEVILLE, NC 28816"
02TX0000,NG VITAMIN COTTAGE PF U039,"11661 PRESTON RD, DALLAS, TX 75230"
02TX0004,SPROUTS FARMERS MKT #130,"22506 TOMBALL PARKWAY, HOUSTON, TX 77070"
02TX0005,MR T'S HEALTH STORE,"2214 NEDERLAND AVE, NEDERLAND, TX 77627"
02TX0018,MIKE'S HEALTH COLLECTION,"1434 N CENTRAL EXPY #108, MCKINNEY, TX 75070"
02TX0024,COURTER ORGANICS LLC,"8336 AGORA PKWY STE 130, SELMA, TX 78154"
02TX0030,RICHARDSONS HF STORE,"5804 S HULEN ST, FORT WORTH, TX 76132"
02TX0045B,CENTER HEALTH AND HARMONY,"811 NACOGDOCHES ST, CENTER, TX 75935"
02TX0046A,ALL AMERICAN HEALTH FOODS,"324C EAST SOUTHMORE, PASADENA, TX 77502"
02TX0105,SPROUTS FARMERS MKT #105,"5190 PRESTON ROAD, FRISCO, TX 75034"
02TX0136,LAREDO ORGANIC VITAMINS,"1213 HIDALGO ST, LAREDO, TX 78040"
02TX0140,CANTON HEALTH FOODS,"1107 WEST DALLAS, CANTON, TX 75103"
02TX0144,THE GOOD HEALTH STORE,"103 NORTH SMITH ST, PLEASANTON, TX 78064"
02TX0147,THE HEALTH ARENA,"2201 SW S YOUNG DR, KILLEEN, TX 76543"
02TX0170,EXPO,"319 SALINAS, LAREDO, TX 78040"
02TX0305,NG VITAMIN COTTAGE WF U076,"12612 W ALAMEDA PKWY, LAKEWOOD, CO 80228"
02TX0386,SPROUTS FARMERS MKT #145,"3001 LAKEVIEW PKWY, ROWLETT, TX 75088"
02TX0425,DMG CORPORATE ENTERPRISES INC,"14 LILOA LN, SADLER, TX 76264"
02TX0444,SPROUTS FARMERS MKT #127,"23105 CINCO RANCH BLVD, KATY, TX 77494"
02TX0512,VITAMINS PLUS #251,"2550 BARROW ST., ABILENE, TX 79605"
02TX0541,NATURAL VITAMINS-HERBS,"5120 ANCHORAGE AVE, EL PASO, TX 79924"
02TX0544,PAMS HEALTH &NUTRITION CT,"516 OAK STREET       5%, GRAHAM, TX 76450"
02TX0544,PAMS HEALTH &NUTRITION CT,"608 4TH STREET, GRAHAM, TX 76450"
02TX0544A,HEALTHY BODIES,"507 HOUSTON ST, WILLS POINT, TX 75169"
02TX0574,SPROUTS FARMERS MKT #103,"11722 MARSH LN STE 317, DALLAS, TX 75229"
02TX0765,HERBMART INC,"P O BOX 328, BIG SANDY, TX 75755"
02TX0766,VITAMINS PLUS #200,"2321 W LOOP 281, LONGVIEW, TX 75604"
02TX0855,"BLUE WATER NATURAL FOODS, INC","PO BOX 343, ALPINE, TX 79831"
02TX0855,BLUE WATER NATURAL FOODS,"po box 343, ALPINE, TX 79830"
02TX0855,BLUE WATER NATURAL FOODS,"45978 STATE HIGHWAY 118, ALPINE, TX 79830"
02TX0938,CLEARFORK MARKET,"3500 FORT WORTH HWY, WEATHERFORD, TX 76087"
02TX1000A,HEB CENTRAL MARKET #061,"4001 N LAMAR, AUSTIN, TX 78756"
02TX1023,GRANARY,"3012 SH 30, HUNTSVILLE, TX 77340"
02TX1100,NG VITAMIN COTTAGE DN U063,"12612 W ALAMEDA PKWY, LAKEWOOD, CO 80228"
02TX1118,SPROUTS FARMERS MKT #157,"4015 S BROADWAY AVE, TYLER, TX 75701"
02TX1168,SPROUTS FARMERS MKT #168,"2201 VIRGINIA PARKWAY, MCKINNEY, TX 75071"
02TX1169,SPROUTS FARMERS MKT #169,"4610 WILLIAMS DRIVE STE 107, GEORGETOWN, TX 78633"
02TX1371,ABNERS NUTRITION CTR,"2327 KELL BLVD STE 100, WICHITA FALLS, TX 76308"
02TX1371,ABNERS NUTRITIONAL CENTER,"2327 KELL BLVD, WICHITA FALLS, TX 76308"
02TX1482,RHONDAS NATURES WAY #2,"8059 CALLAGHAN DR, SAN ANTONIO, TX 78230"
02TX1482,RHONDA'S NATURE'S WAY,"8059 CALLAGHAN RD, SAN ANTONIO, TX 78230"
02TX1490,NATURAL VITAMINS & HERBS,"6130 MONTANA AVENUE #107, EL PASO, TX 79925"
02TX1500A,HEALTH NUT,"2606 B CENTER STREET, DEER PARK, TX 77536"
02TX1550,MARKET STREET #685,"4268 LEGACY DRIVE, FRISCO, TX 75034"
02TX1681,HARMONY HEALTH FOOD SHOP,"PO BOX 12694, ODESSA, TX 79768"
02TX1701,HEB CENTRAL MARKET #491,"3815 WESTHEIMER, HOUSTON, TX 77027"
02TX1805,HERB MART #2,"4010 W 15TH ST #120, PLANO, TX 75093"
02TX1900,FOR GOODNESS SAKE,"1306 COMMON ST #101, NEW BRAUNFELS, TX 78130"
02TX1993,FAMILY NUTRITION CENTER,"1663 W HENDERSON ST, CLEBURNE, TX 76033"
02TX1993,FAMILY NUTRITION CENTER,"1663 W. HENDERSON ST., CLEBURNE, TX 76033"
02TX1993,FAMILY NUTRITION CTR-CLEBU,"1663 W HENDERSON ST #36, CLEBURNE, TX 76033"
02TX1993,FAMILY NUTRITION CNTR    @,"1663  WEST HENDERSON ST, CLEBURNE, TX 76033"
02TX2000B,MARKET STREET #553,"4425 19TH STREET, LUBBOCK, TX 79407"
02TX2045,SPROUTS FARMERS MKT #155,"1220 N TOWN E BLVD STE 650, MESQUITE, TX 75150"
02TX2111,HEALTH-2-U HEALTH FOOD STORE,"508 N MAIN, SEMINOLE, TX 79360"
02TX2111,HEALTH 2 U,"508 N MAIN ST, SEMINOLE, TX 79360"
02TX2202,SPROUTS FARMERS MKT #131,"7055 HWY 6 N STE# A, HOUSTON, TX 77095"
02TX2204,SPROUTS FARMERS MKT #125,"6920 MANCHACA RD., AUSTIN, TX 78745"
02TX2449,PEAK NUTRITION,"145 OYSTER CREEK DR #4, LAKE JACKSON, TX 77566"
02TX2449,PEAK NUT. CENTER LAKE JACKSON,"145 OYSTER CREEK DR. #4, LAKE JACKSON, TX 77566"
02TX2497,WILCOX PHARMACY,"415 HWY 124, WINNIE, TX 77665"
02TX2520,WINGS-COST PLUS NUTRITION,"1201 N LOOP 1604 W STE 116, SAN ANTONIO, TX 78258"
02TX2744,GRANARY ST #1,"311 TUTTLE CIRCLE, LONGVIEW, TX 75605"
02TX2813,WOODLANDS HEATH MARKET INC,"427 SAWDUST RD, nan, TX 77380"
02TX2850,SPROUTS FARMERS MKT #119,"1440 AIRLINE, CORPUS CHRISTI, TX 78412"
02TX2937,SPROUTS FARMERS MKT #126,"1800 N. HENDERSON AVE, DALLAS, TX 75206"
02TX2954,SPROUTS FARMERS MKT #150,"2036 N ZARAGOZA RD STE E, EL PASO, TX 79938"
02TX3014,NG VITAMIN COTTAGE HT U131,"759 GRAPEVINE HWY, HURST, TX 76054"
02TX3093,THE ORCHARD HEALTH FOOD STORE,"300 E CALIFORNIA ST, GAINESVILLE, TX 76240"
02TX3093,THE ORCHARD,"300 E CALIFORNIA ST, GAINESVILLE, TX 76240"
02TX3141,SPROUTS FARMERS MKT #160,"6465 E MOCKINGBIRD LN STE 322, DALLAS, TX 75214"
02TX3311,NATURES TONIC,"3616 135TH ST, LUBBOCK, TX 79423"
02TX3322,NG VITAMIN COTTAGE CP U043,"1335 E WHITESTONE BLVD, CEDAR PARK, TX 78613"
02TX3379,RON'S NATURAL FOODS,"604 N. JEFFERSON AVE., MOUNT PLEASANT, TX 75455"
02TX3380,SPROUTS FARMERS MKT#120,"655 SUNLAND PARK DRIVE, SUITE B, EL PASO, TX 79912"
02TX3380,SPROUTS FARMERS MKT #120,"655 SUNLAND PARK DRIVE, SUITE B, EL PASO, TX 79912"
02TX3600A,NATURES WAY,"2407 WEST 5TH ST, PLAINVIEW, TX 79072"
02TX3822A,SPROUTS FARMERS MKT #123,"22135 BULVERDE BLVD, SAN ANTONIO, TX 78259"
02TX3933,MR. T'S HEALTH STORE,"2214 NEDERLAND AVE, NEDERLAND, TX 77627-6044"
02TX3947,AL BEED TRADING LLC,"16232 STATE HWY 249, HOUSTON, TX 77086"
02TX4008,COUNTRY HEALTH STORE,"103 RICHARDSON DR, HENDERSON, TX 75654"
02TX4011,SPROUTS FARMERS MKT #166,"469 E INTERSTATE 30, ROCKWALL, TX 75087"
02TX4048,NATURAL FOOD MARKET,"2311 WEST WADLEY AVE, MIDLAND, TX 79705"
02TX4048,NATURAL FOODS MARKET,"2311 W WADLEY AVE, MIDLAND, TX 79705-6343"
02TX4300,HEB CENTRAL MARKET #420,"4477 SO LAMAR, AUSTIN, TX 78745"
02TX4601,GREEN MKT NAT FDS & VITS,"1909 TEXOMA PKWY STE 102, SHERMAN, TX 75090"
02TX4603,NATURES PRESENCE,"807 N. MAIN STREET, BOERNE, TX 78006"
02TX4603,NATURE'S PRESENCE       CW,"807 NORTH MAIN STREET, BOERNE, TX 78006"
02TX4624,ABUNDANT LIFE HEALTH FDS,"500  HWY 377 SUITE E, ROANOKE, TX 76262"
02TX4663A,VITAMINS AND SUCH,"1327 KINGWOOD DR, KINGWOOD, TX 77339"
02TX4770,SPROUTS FARMERS MKT #107,"207 E FM 544, MURPHY, TX 75094"
02TX4896,GRANARY,"2324 BLUE MOUNTAIN BLVD, TYLER, TX 75703"
02TX4900,SPROUTS FARMERS MKT #124,"8201 QUAKER AVE STE 140, LUBBOCK, TX 79424"
02TX5000A,SPROUTS FARMERS MKT #132,"9241 VIRGINIA PKWY, MCKINNEY, TX 75071"
02TX5010,SPROUTS FARMERS MKT #115,"1745 EAST HERBON PKWY, CARROLLTON, TX 75010"
02TX5013,SPROUTS FARMERS MKT #147,"1265 W EXCHANGE PKWY, ALLEN, TX 75013"
02TX5016,SPROUTS FARMERS MKT #159,"2500 S CARRIER PKWY STE B, GRAND PRAIRIE, TX 75052"
02TX5020,MARKET STREET #560,"5605 COLLEYVILLE BLVD, COLLEYVILLE, TX 76034"
02TX5028,MARKET STREET #565,"3800 LONG PRAIRIE ROAD, FLOWER MOUND, TX 75028"
02TX5033,SPROUTS FARMERS MKT #151,"2500 ELDORADO PKWY, FRISCO, TX 75033"
02TX5044,CORNUCOPIA,"1104 THORPE LANE STE J, SAN MARCOS, TX 78666"
02TX5101,SMOOTHIE KING #86,"890 S MASON RD STE E, KATY, TX 77450"
02TX5107,NG VITAMIN COTTAGE AU U032,"4615 N LAMAR RD, AUSTIN, TX 78751"
02TX5108,SPROUTS FARMERS MKT #113,"362 E FM 1382, CEDAR HILL, TX 75104"
02TX5165,ANNS HEALTH FOOD CENTER,"2305 N HWY 77 STE 102, WAXAHACHIE, TX 75165"
02TX5165,ANN'S HEALTH FOOD CTR & MRKT 2,"2305 N. HWY 77, WAXAHACHIE, TX 75165"
